No,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd
0549,Lilligant,"grass, fighting","Chlorophyll, Hustle, Leaf Guard",70,105,75,50,75,105
0559,Scraggy,"dark, fighting","Shed Skin, Moxie, Intimidate",50,75,70,35,70,48
0560,Scrafty,"dark, fighting","Shed Skin, Moxie, Intimidate",65,90,115,45,115,58
0619,Mienfoo,fighting,"Inner Focus, Regenerator, Reckless",45,85,50,55,50,65
0620,Mienshao,fighting,"Inner Focus, Regenerator, Reckless",65,125,60,95,60,105
0638,Cobalion,"steel, fighting",Justified,91,90,129,90,72,108
0639,Terrakion,"rock, fighting",Justified,91,129,90,72,90,108
0640,Virizion,"grass, fighting",Justified,91,90,72,90,129,108
0647,Keldeo,"water, fighting",Justified,91,72,90,129,90,108
0652,Chesnaught,"grass, fighting","Overgrow, Bulletproof",88,107,122,74,75,64
0701,Hawlucha,"fighting, flying","Limber, Unburden, Mold Breaker",78,92,75,74,63,118
0724,Decidueye,"grass, fighting","Overgrow, Scrappy",88,112,80,95,95,60
0739,Crabrawler,fighting,"Hyper Cutter, Iron Fist, Anger Point",47,82,57,42,47,63
0740,Crabominable,"fighting, ice","Hyper Cutter, Iron Fist, Anger Point",97,132,77,62,67,43
0766,Passimian,fighting,"Receiver, Defiant",100,120,90,40,60,80
0783,Hakamo-o,"dragon, fighting","Bulletproof, Soundproof, Overcoat",55,75,90,65,70,65
0784,Kommo-o,"dragon, fighting","Bulletproof, Soundproof, Overcoat",75,110,125,100,105,85
0870,Falinks,fighting,"Battle Armor, Defiant",65,100,100,70,60,75
0889,Zamazenta,fighting,Dauntless Shield,92,120,115,80,115,138
0889,Zamazenta,"fighting, steel",Dauntless Shield,92,120,140,80,140,128
0891,Kubfu,fighting,Inner Focus,60,90,60,53,50,72
0892,Urshifu,"fighting, dark",Unseen Fist,100,130,100,63,60,97
0892,Urshifu,"fighting, water",Unseen Fist,100,130,100,63,60,97
0903,Sneasler,"fighting, poison","Pressure, Unburden, Poison Touch",80,130,60,40,80,120
0914,Quaquaval,"water, fighting","Torrent, Moxie",85,120,80,85,75,85
0922,Pawmo,"electric, fighting","Volt Absorb, Natural Cure, Iron Fist",60,75,40,50,40,85
0923,Pawmot,"electric, fighting","Volt Absorb, Natural Cure, Iron Fist",70,115,70,70,60,105
0973,Flamigo,"flying, fighting","Scrappy, Tangled Feet, Costar",82,115,74,75,64,90
0979,Annihilape,"fighting, ghost","Vital Spirit, Inner Focus, Defiant",110,115,80,50,90,90
0984,Great Tusk,"ground, fighting",Protosynthesis,115,131,131,53,53,87
0988,Slither Wing,"bug, fighting",Protosynthesis,85,135,79,85,105,81
0992,Iron Hands,"fighting, electric",Quark Drive,154,140,108,50,68,50
1006,Iron Valiant,"fairy, fighting",Quark Drive,74,130,90,120,60,116
1007,Koraidon,"fighting, dragon",Orichalcum Pulse,100,135,115,85,100,135
1014,Okidogi,"poison, fighting","Toxic Chain, Guard Dog",88,128,115,58,86,80
0004,Charmander,fire,"Blaze, Solar Power",39,52,43,60,50,65
0005,Charmeleon,fire,"Blaze, Solar Power",58,64,58,80,65,80
0006,Charizard,"fire, flying","Blaze, Solar Power",78,84,78,109,85,100
0037,Vulpix,fire,"Flash Fire, Drought",38,41,40,50,65,65
0038,Ninetales,fire,"Flash Fire, Drought",73,76,75,81,100,100
0058,Growlithe,fire,"Intimidate, Flash Fire, Justified",55,70,45,70,50,60
0058,Growlithe,"fire, rock","Intimidate, Flash Fire, Rock Head",60,75,45,65,50,55
0059,Arcanine,fire,"Intimidate, Flash Fire, Justified",90,110,80,100,80,95
0059,Arcanine,"fire, rock","Intimidate, Flash Fire, Rock Head",95,115,80,95,80,90
0126,Magmar,fire,"Flame Body, Vital Spirit",65,95,57,100,85,93
0128,Tauros,"fighting, fire","Intimidate, Anger Point, Cud Chew",75,110,105,30,70,100
0136,Flareon,fire,"Flash Fire, Guts",65,130,60,95,110,65
0146,Moltres,"fire, flying","Pressure, Flame Body",90,100,90,125,85,90
0155,Cyndaquil,fire,"Blaze, Flash Fire",39,52,43,60,50,65
0156,Quilava,fire,"Blaze, Flash Fire",58,64,58,80,65,80
0157,Typhlosion,fire,"Blaze, Flash Fire",78,84,78,109,85,100
0157,Typhlosion,"fire, ghost","Blaze, Frisk",73,84,78,119,85,95
0218,Slugma,fire,"Magma Armor, Flame Body, Weak Armor",40,40,40,70,40,20
0219,Magcargo,"fire, rock","Magma Armor, Flame Body, Weak Armor",60,50,120,90,80,30
0228,Houndour,"dark, fire","Early Bird, Flash Fire, Unnerve",45,60,30,80,50,65
0229,Houndoom,"dark, fire","Early Bird, Flash Fire, Unnerve",75,90,50,110,80,95
0240,Magby,fire,"Flame Body, Vital Spirit",45,75,37,70,55,83
0244,Entei,fire,"Pressure, Inner Focus",115,115,85,90,75,100
0250,Ho-Oh,"fire, flying","Pressure, Regenerator",106,130,90,110,154,90
0255,Torchic,fire,"Blaze, Speed Boost",45,60,40,70,50,45
0256,Combusken,"fire, fighting","Blaze, Speed Boost",60,85,60,85,60,55
0257,Blaziken,"fire, fighting","Blaze, Speed Boost",80,120,70,110,70,80
0322,Numel,"fire, ground","Oblivious, Simple, Own Tempo",60,60,40,65,45,35
0323,Camerupt,"fire, ground","Magma Armor, Solid Rock, Anger Point",70,100,70,105,75,40
0324,Torkoal,fire,"White Smoke, Drought, Shell Armor",70,85,140,85,70,20
0390,Chimchar,fire,"Blaze, Iron Fist",44,58,44,58,44,61
0391,Monferno,"fire, fighting","Blaze, Iron Fist",64,78,52,78,52,81
0392,Infernape,"fire, fighting","Blaze, Iron Fist",76,104,71,104,71,108
0467,Magmortar,fire,"Flame Body, Vital Spirit",75,95,67,125,95,83
0479,Rotom,"electric, fire",Levitate,50,65,107,105,107,86
0485,Heatran,"fire, steel","Flash Fire, Flame Body",91,90,106,130,106,77
0493,Arceus,fire,Multitype,120,120,120,120,120,120
0498,Tepig,fire,"Blaze, Thick Fat",65,63,45,45,45,45
0499,Pignite,"fire, fighting","Blaze, Thick Fat",90,93,55,70,55,55
0500,Emboar,"fire, fighting","Blaze, Reckless",110,123,65,100,65,65
0607,Litwick,"ghost, fire","Flash Fire, Flame Body, Infiltrator",50,30,55,65,55,20
0608,Lampent,"ghost, fire","Flash Fire, Flame Body, Infiltrator",60,40,60,95,60,55
0609,Chandelure,"ghost, fire","Flash Fire, Flame Body, Infiltrator",60,55,90,145,90,80
0636,Larvesta,"bug, fire","Flame Body, Swarm",55,85,55,50,55,60
0637,Volcarona,"bug, fire","Flame Body, Swarm",85,60,65,135,105,100
0643,Reshiram,"dragon, fire",Turboblaze,100,120,100,150,120,90
0653,Fennekin,fire,"Blaze, Magician",40,45,40,62,60,60
0654,Braixen,fire,"Blaze, Magician",59,59,58,90,70,73
0655,Delphox,"fire, psychic","Blaze, Magician",75,69,72,114,100,104
0662,Fletchinder,"fire, flying","Flame Body, Gale Wings",62,73,55,56,52,84
0663,Talonflame,"fire, flying","Flame Body, Gale Wings",78,81,71,74,69,126
0667,Litleo,"fire, normal","Rivalry, Unnerve, Moxie",62,50,58,73,54,72
0668,Pyroar,"fire, normal","Rivalry, Unnerve, Moxie",86,68,72,109,66,106
0721,Volcanion,"fire, water",Water Absorb,80,110,120,130,90,70
0725,Litten,fire,"Blaze, Intimidate",45,65,40,60,40,70
0726,Torracat,fire,"Blaze, Intimidate",65,85,50,80,50,90
0727,Incineroar,"fire, dark","Blaze, Intimidate",95,115,90,80,90,60
0741,Oricorio,"fire, flying",Dancer,75,70,70,98,70,93
0757,Salandit,"poison, fire","Corrosion, Oblivious",48,44,40,71,40,77
0758,Salazzle,"poison, fire","Corrosion, Oblivious",68,64,60,111,60,117
0813,Scorbunny,fire,"Blaze, Libero",50,71,40,40,40,69
0814,Raboot,fire,"Blaze, Libero",65,86,60,55,60,94
0815,Cinderace,fire,"Blaze, Libero",80,116,75,65,75,119
0838,Carkol,"rock, fire","Steam Engine, Flame Body, Flash Fire",80,60,90,60,70,50
0839,Coalossal,"rock, fire","Steam Engine, Flame Body, Flash Fire",110,80,120,80,90,30
0909,Fuecoco,fire,"Blaze, Unaware",67,45,59,63,40,36
0910,Crocalor,fire,"Blaze, Unaware",81,55,78,90,58,49
0911,Skeledirge,"fire, ghost","Blaze, Unaware",104,75,100,110,75,66
0935,Charcadet,fire,"Flash Fire, Flame Body",40,50,40,50,40,35
0936,Armarouge,"fire, psychic","Flash Fire, Weak Armor",85,60,100,125,80,75
0937,Ceruledge,"fire, ghost","Flash Fire, Weak Armor",75,125,80,60,100,85
0952,Scovillain,"grass, fire","Chlorophyll, Insomnia, Moody",65,108,65,108,65,75
0994,Iron Moth,"fire, poison",Quark Drive,80,70,60,140,110,110
1004,Chi-Yu,"dark, fire",Beads of Ruin,55,80,80,135,120,100
1017,Ogerpon,"grass, fire",Mold Breaker,80,120,84,60,96,110
1020,Gouging Fire,"fire, dragon",Protosynthesis,105,115,121,65,93,91
0006,Charizard,"fire, flying","Blaze, Solar Power",78,84,78,109,85,100
0084,Doduo,"normal, flying","Run Away, Early Bird, Tangled Feet",35,85,45,35,35,75
0085,Dodrio,"normal, flying","Run Away, Early Bird, Tangled Feet",60,110,70,60,60,110
0123,Scyther,"bug, flying","Swarm, Technician, Steadfast",70,110,80,55,80,105
0130,Gyarados,"water, flying","Intimidate, Moxie",95,125,79,60,100,81
0144,Articuno,"ice, flying","Pressure, Snow Cloak",90,85,100,95,125,85
0144,Articuno,"psychic, flying","Competitive, Competitive",90,85,85,125,100,95
0145,Zapdos,"electric, flying","Pressure, Static",90,90,85,125,90,100
0145,Zapdos,"fighting, flying","Defiant, Defiant",90,125,90,85,90,100
0146,Moltres,"fire, flying","Pressure, Flame Body",90,100,90,125,85,90
0146,Moltres,"dark, flying","Berserk, Berserk",90,85,90,100,125,90
0149,Dragonite,"dragon, flying","Inner Focus, Multiscale",91,134,95,100,100,80
0163,Hoothoot,"normal, flying","Insomnia, Keen Eye, Tinted Lens",60,30,30,36,56,50
0164,Noctowl,"normal, flying","Insomnia, Keen Eye, Tinted Lens",100,50,50,86,96,70
0187,Hoppip,"grass, flying","Chlorophyll, Leaf Guard, Infiltrator",35,35,40,35,55,50
0188,Skiploom,"grass, flying","Chlorophyll, Leaf Guard, Infiltrator",55,45,50,45,65,80
0189,Jumpluff,"grass, flying","Chlorophyll, Leaf Guard, Infiltrator",75,55,70,55,95,110
0193,Yanma,"bug, flying","Speed Boost, Compoundeyes, Frisk",65,65,45,75,45,95
0198,Murkrow,"dark, flying","Insomnia, Super Luck, Prankster",60,85,42,85,42,91
0207,Gligar,"ground, flying","Hyper Cutter, Sand Veil, Immunity",65,75,105,35,65,85
0225,Delibird,"ice, flying","Vital Spirit, Hustle, Insomnia",45,55,45,65,45,75
0227,Skarmory,"steel, flying","Keen Eye, Sturdy, Weak Armor",65,80,140,40,70,70
0249,Lugia,"psychic, flying","Pressure, Multiscale",106,90,130,90,154,110
0250,Ho-Oh,"fire, flying","Pressure, Regenerator",106,130,90,110,154,90
0278,Wingull,"water, flying","Keen Eye, Hydration, Rain Dish",40,30,30,55,30,85
0279,Pelipper,"water, flying","Keen Eye, Drizzle, Rain Dish",60,50,100,95,70,65
0284,Masquerain,"bug, flying","Intimidate, Unnerve",70,60,62,100,82,80
0333,Swablu,"normal, flying","Natural Cure, Cloud Nine",45,40,60,40,75,50
0334,Altaria,"dragon, flying","Natural Cure, Cloud Nine",75,70,90,70,105,80
0357,Tropius,"grass, flying","Chlorophyll, Solar Power, Harvest",99,68,83,72,87,51
0373,Salamence,"dragon, flying","Intimidate, Moxie",95,135,80,110,80,100
0384,Rayquaza,"dragon, flying",Air Lock,105,150,90,150,90,95
0396,Starly,"normal, flying","Keen Eye, Reckless",40,55,30,30,30,60
0397,Staravia,"normal, flying","Intimidate, Reckless",55,75,50,40,40,80
0398,Staraptor,"normal, flying","Intimidate, Reckless",85,120,70,50,60,100
0415,Combee,"bug, flying","Honey Gather, Hustle",30,30,42,30,42,70
0416,Vespiquen,"bug, flying","Pressure, Unnerve",70,80,102,80,102,40
0425,Drifloon,"ghost, flying","Aftermath, Unburden, Flare Boost",90,50,34,60,44,70
0426,Drifblim,"ghost, flying","Aftermath, Unburden, Flare Boost",150,80,44,90,54,80
0430,Honchkrow,"dark, flying","Insomnia, Super Luck, Moxie",100,125,52,105,52,71
0469,Yanmega,"bug, flying","Speed Boost, Tinted Lens, Frisk",86,76,86,116,56,95
0472,Gliscor,"ground, flying","Hyper Cutter, Sand Veil, Poison Heal",75,95,125,45,75,95
0479,Rotom,"electric, flying",Levitate,50,65,107,105,107,86
0492,Shaymin,"grass, flying",Serene Grace,100,103,75,120,75,127
0493,Arceus,flying,Multitype,120,120,120,120,120,120
0580,Ducklett,"water, flying","Keen Eye, Big Pecks, Hydration",62,44,50,44,50,55
0581,Swanna,"water, flying","Keen Eye, Big Pecks, Hydration",75,87,63,87,63,98
0627,Rufflet,"normal, flying","Keen Eye, Sheer Force, Hustle",70,83,50,37,50,60
0628,Braviary,"normal, flying","Keen Eye, Sheer Force, Defiant",100,123,75,57,75,80
0628,Braviary,"psychic, flying","Keen Eye, Sheer Force, Tinted Lens",110,83,70,112,70,65
0629,Vullaby,"dark, flying","Big Pecks, Overcoat, Weak Armor",70,55,75,45,65,60
0630,Mandibuzz,"dark, flying","Big Pecks, Overcoat, Weak Armor",110,65,105,55,95,80
0641,Tornadus,flying,"Prankster, Defiant",79,115,70,125,80,111
0641,Tornadus,flying,Regenerator,79,100,80,110,90,121
0642,Thundurus,"electric, flying","Prankster, Defiant",79,115,70,125,80,111
0642,Thundurus,"electric, flying",Volt Absorb,79,105,70,145,80,101
0645,Landorus,"ground, flying","Sand Force, Sheer Force",89,125,90,115,80,101
0645,Landorus,"ground, flying",Intimidate,89,145,90,105,80,91
0661,Fletchling,"normal, flying","Big Pecks, Gale Wings",45,50,43,40,38,62
0662,Fletchinder,"fire, flying","Flame Body, Gale Wings",62,73,55,56,52,84
0663,Talonflame,"fire, flying","Flame Body, Gale Wings",78,81,71,74,69,126
0666,Vivillon,"bug, flying","Shield Dust, Compoundeyes, Friend Guard",80,52,50,90,50,89
0701,Hawlucha,"fighting, flying","Limber, Unburden, Mold Breaker",78,92,75,74,63,118
0714,Noibat,"flying, dragon","Frisk, Infiltrator, Telepathy",40,30,35,45,40,55
0715,Noivern,"flying, dragon","Frisk, Infiltrator, Telepathy",85,70,80,97,80,123
0722,Rowlet,"grass, flying","Overgrow, Long Reach",68,55,55,50,50,42
0723,Dartrix,"grass, flying","Overgrow, Long Reach",78,75,75,70,70,52
0731,Pikipek,"normal, flying","Keen Eye, Skill Link, Pickup",35,75,30,30,30,65
0732,Trumbeak,"normal, flying","Keen Eye, Skill Link, Pickup",55,85,50,40,50,75
0733,Toucannon,"normal, flying","Keen Eye, Skill Link, Sheer Force",80,120,75,75,75,60
0741,Oricorio,"fire, flying",Dancer,75,70,70,98,70,93
0774,Minior,"rock, flying",Shields Down,60,60,100,60,100,60
0821,Rookidee,flying,"Keen Eye, Unnerve, Big Pecks",38,47,35,33,35,57
0822,Corvisquire,flying,"Keen Eye, Unnerve, Big Pecks",68,67,55,43,55,77
0823,Corviknight,"flying, steel","Pressure, Unnerve, Mirror Armor",98,87,105,53,85,67
0845,Cramorant,"flying, water",Gulp Missile,70,85,55,85,95,85
0905,Enamorus,"fairy, flying","Cute Charm, Contrary",74,115,70,135,80,106
0905,Enamorus,"fairy, flying",Overcoat,74,115,110,135,100,46
0931,Squawkabilly,"normal, flying","Intimidate, Hustle, Guts",82,96,51,45,51,92
0931,Squawkabilly,"normal, flying","Intimidate, Hustle, Guts",82,96,51,45,51,92
0931,Squawkabilly,"normal, flying","Intimidate, Hustle, Sheer Force",82,96,51,45,51,92
0931,Squawkabilly,"normal, flying","Intimidate, Hustle, Sheer Force",82,96,51,45,51,92
0940,Wattrel,"electric, flying","Wind Power, Volt Absorb, Competitive",40,40,35,55,40,70
0941,Kilowattrel,"electric, flying","Wind Power, Volt Absorb, Competitive",70,70,60,105,60,125
0962,Bombirdier,"flying, dark","Big Pecks, Keen Eye, Rocky Payload",70,103,85,60,85,82
0973,Flamigo,"flying, fighting","Scrappy, Tangled Feet, Costar",82,115,74,75,64,90
0993,Iron Jugulis,"dark, flying",Quark Drive,94,80,86,122,80,108
0092,Gastly,"ghost, poison",Levitate,30,35,30,100,35,80
0093,Haunter,"ghost, poison",Levitate,45,50,45,115,55,95
0094,Gengar,"ghost, poison",Cursed Body,60,65,60,130,75,110
0157,Typhlosion,"fire, ghost","Blaze, Frisk",73,84,78,119,85,95
0200,Misdreavus,ghost,Levitate,60,60,60,85,85,85
0302,Sableye,"dark, ghost","Keen Eye, Stall, Prankster",50,75,75,65,65,50
0353,Shuppet,ghost,"Insomnia, Frisk, Cursed Body",44,75,35,63,33,45
0354,Banette,ghost,"Insomnia, Frisk, Cursed Body",64,115,65,83,63,65
0355,Duskull,ghost,"Levitate, Frisk",20,40,90,30,90,25
0356,Dusclops,ghost,"Pressure, Frisk",40,70,130,60,130,25
0425,Drifloon,"ghost, flying","Aftermath, Unburden, Flare Boost",90,50,34,60,44,70
0426,Drifblim,"ghost, flying","Aftermath, Unburden, Flare Boost",150,80,44,90,54,80
0429,Mismagius,ghost,Levitate,60,60,60,105,105,105
0442,Spiritomb,"ghost, dark","Pressure, Infiltrator",50,92,108,92,108,35
0477,Dusknoir,ghost,"Pressure, Frisk",45,100,135,65,135,45
0478,Froslass,"ice, ghost","Snow Cloak, Cursed Body",70,80,70,80,70,110
0479,Rotom,"electric, ghost",Levitate,50,50,77,95,77,91
0487,Giratina,"ghost, dragon","Pressure, Telepathy",150,100,120,100,120,90
0487,Giratina,"ghost, dragon",Levitate,150,120,100,120,100,90
0493,Arceus,ghost,Multitype,120,120,120,120,120,120
0570,Zorua,"normal, ghost","Illusion, Illusion",35,60,40,85,40,70
0571,Zoroark,"normal, ghost","Illusion, Illusion",55,100,60,125,60,110
0607,Litwick,"ghost, fire","Flash Fire, Flame Body, Infiltrator",50,30,55,65,55,20
0608,Lampent,"ghost, fire","Flash Fire, Flame Body, Infiltrator",60,40,60,95,60,55
0609,Chandelure,"ghost, fire","Flash Fire, Flame Body, Infiltrator",60,55,90,145,90,80
0622,Golett,"ground, ghost","Iron Fist, Klutz, No Guard",59,74,50,35,50,35
0623,Golurk,"ground, ghost","Iron Fist, Klutz, No Guard",89,124,80,55,80,55
0708,Phantump,"ghost, grass","Natural Cure, Frisk, Harvest",43,70,48,50,60,38
0709,Trevenant,"ghost, grass","Natural Cure, Frisk, Harvest",85,110,76,65,82,56
0720,Hoopa,"psychic, ghost",Magician,80,110,60,150,130,70
0724,Decidueye,"grass, ghost","Overgrow, Long Reach",78,107,75,100,100,70
0769,Sandygast,"ghost, ground","Water Compaction, Sand Veil",55,55,80,70,45,15
0770,Palossand,"ghost, ground","Water Compaction, Sand Veil",85,75,110,100,75,35
0778,Mimikyu,"ghost, fairy",Disguise,55,90,80,50,105,96
0792,Lunala,"psychic, ghost",Shadow Shield,137,113,89,137,107,97
0800,Necrozma,"psychic, ghost",Prism Armor,97,113,109,157,127,77
0854,Sinistea,ghost,"Weak Armor, Cursed Body",40,45,45,74,54,50
0855,Polteageist,ghost,"Weak Armor, Cursed Body",60,65,65,134,114,70
0885,Dreepy,"dragon, ghost","Clear Body, Infiltrator, Cursed Body",28,60,30,40,30,82
0886,Drakloak,"dragon, ghost","Clear Body, Infiltrator, Cursed Body",68,80,50,60,50,102
0887,Dragapult,"dragon, ghost","Clear Body, Infiltrator, Cursed Body",88,120,75,100,75,142
0897,Spectrier,ghost,Grim Neigh,100,65,60,145,80,130
0898,Calyrex,"psychic, ghost",As One - Unnerve Grim Neigh,100,85,80,165,100,150
0902,Basculegion,"water, ghost","Swift Swim, Adaptability, Mold Breaker",120,112,65,80,75,78
0902,Basculegion,"water, ghost","Swift Swim, Adaptability, Mold Breaker",120,92,65,100,75,78
0911,Skeledirge,"fire, ghost","Blaze, Unaware",104,75,100,110,75,66
0937,Ceruledge,"fire, ghost","Flash Fire, Weak Armor",75,125,80,60,100,85
0946,Bramblin,"grass, ghost","Wind Rider, Infiltrator",40,65,30,45,35,60
0947,Brambleghast,"grass, ghost","Wind Rider, Infiltrator",55,115,70,80,70,90
0971,Greavard,ghost,"Pickup, Fluffy",50,61,60,30,55,34
0972,Houndstone,ghost,"Sand Rush, Fluffy",72,101,100,50,97,68
0979,Annihilape,"fighting, ghost","Vital Spirit, Inner Focus, Defiant",110,115,80,50,90,90
0987,Flutter Mane,"ghost, fairy",Protosynthesis,55,55,55,135,135,135
0999,Gimmighoul,ghost,Rattled,45,30,70,75,70,10
0999,Gimmighoul,ghost,Run Away,45,30,25,75,45,80
1000,Gholdengo,"steel, ghost",Good as Gold,87,60,95,133,91,84
1012,Poltchageist,"grass, ghost","Hospitality, Heatproof",40,45,45,74,54,50
1013,Sinistcha,"grass, ghost","Hospitality, Heatproof",71,60,106,121,80,70
1025,Pecharunt,"poison, ghost",Poison Puppeteer,88,88,160,88,88,88
0001,Bulbasaur,"grass, poison","Overgrow, Chlorophyll",45,49,49,65,65,45
0002,Ivysaur,"grass, poison","Overgrow, Chlorophyll",60,62,63,80,80,60
0003,Venusaur,"grass, poison","Overgrow, Chlorophyll",80,82,83,100,100,80
0043,Oddish,"grass, poison","Chlorophyll, Run Away",45,50,55,75,65,30
0044,Gloom,"grass, poison","Chlorophyll, Stench",60,65,70,85,75,40
0045,Vileplume,"grass, poison","Chlorophyll, Effect Spore",75,80,85,110,90,50
0069,Bellsprout,"grass, poison","Chlorophyll, Gluttony",50,75,35,70,30,40
0070,Weepinbell,"grass, poison","Chlorophyll, Gluttony",65,90,50,85,45,55
0071,Victreebel,"grass, poison","Chlorophyll, Gluttony",80,105,65,100,70,70
0100,Voltorb,"electric, grass","Soundproof, Static, Aftermath",40,30,50,55,55,100
0101,Electrode,"electric, grass","Soundproof, Static, Aftermath",60,50,70,80,80,150
0102,Exeggcute,"grass, psychic","Chlorophyll, Harvest",60,40,80,60,45,40
0103,Exeggutor,"grass, psychic","Chlorophyll, Harvest",95,95,85,125,75,55
0103,Exeggutor,"grass, dragon","Frisk, Harvest",95,105,85,125,75,45
0152,Chikorita,grass,"Overgrow, Leaf Guard",45,49,65,49,65,45
0153,Bayleef,grass,"Overgrow, Leaf Guard",60,62,80,63,80,60
0154,Meganium,grass,"Overgrow, Leaf Guard",80,82,100,83,100,80
0182,Bellossom,grass,"Chlorophyll, Healer",75,80,95,90,100,50
0187,Hoppip,"grass, flying","Chlorophyll, Leaf Guard, Infiltrator",35,35,40,35,55,50
0188,Skiploom,"grass, flying","Chlorophyll, Leaf Guard, Infiltrator",55,45,50,45,65,80
0189,Jumpluff,"grass, flying","Chlorophyll, Leaf Guard, Infiltrator",75,55,70,55,95,110
0191,Sunkern,grass,"Chlorophyll, Solar Power, Early Bird",30,30,30,30,30,30
0192,Sunflora,grass,"Chlorophyll, Solar Power, Early Bird",75,75,55,105,85,30
0252,Treecko,grass,"Overgrow, Unburden",40,45,35,65,55,70
0253,Grovyle,grass,"Overgrow, Unburden",50,65,45,85,65,95
0254,Sceptile,grass,"Overgrow, Unburden",70,85,65,105,85,120
0270,Lotad,"water, grass","Swift Swim, Rain Dish, Own Tempo",40,30,30,40,50,30
0271,Lombre,"water, grass","Swift Swim, Rain Dish, Own Tempo",60,50,50,60,70,50
0272,Ludicolo,"water, grass","Swift Swim, Rain Dish, Own Tempo",80,70,70,90,100,70
0273,Seedot,grass,"Chlorophyll, Early Bird, Pickpocket",40,40,50,30,30,30
0274,Nuzleaf,"grass, dark","Chlorophyll, Early Bird, Pickpocket",70,70,40,60,40,60
0275,Shiftry,"grass, dark","Chlorophyll, Wind Rider, Pickpocket",90,100,60,90,60,80
0285,Shroomish,grass,"Effect Spore, Poison Heal, Quick Feet",60,40,60,40,60,35
0286,Breloom,"grass, fighting","Effect Spore, Poison Heal, Technician",60,130,80,60,60,70
0331,Cacnea,grass,"Sand Veil, Water Absorb",50,85,40,85,40,35
0332,Cacturne,"grass, dark","Sand Veil, Water Absorb",70,115,60,115,60,55
0357,Tropius,"grass, flying","Chlorophyll, Solar Power, Harvest",99,68,83,72,87,51
0387,Turtwig,grass,"Overgrow, Shell Armor",55,68,64,45,55,31
0388,Grotle,grass,"Overgrow, Shell Armor",75,89,85,55,65,36
0389,Torterra,"grass, ground","Overgrow, Shell Armor",95,109,105,75,85,56
0459,Snover,"grass, ice","Snow Warning, Soundproof",60,62,50,62,60,40
0460,Abomasnow,"grass, ice","Snow Warning, Soundproof",90,92,75,92,85,60
0470,Leafeon,grass,"Leaf Guard, Chlorophyll",65,110,130,60,65,95
0479,Rotom,"electric, grass",Levitate,50,65,107,105,107,86
0492,Shaymin,grass,Natural Cure,100,100,100,100,100,100
0492,Shaymin,"grass, flying",Serene Grace,100,103,75,120,75,127
0493,Arceus,grass,Multitype,120,120,120,120,120,120
0495,Snivy,grass,"Overgrow, Contrary",45,45,55,45,55,63
0496,Servine,grass,"Overgrow, Contrary",60,60,75,60,75,83
0497,Serperior,grass,"Overgrow, Contrary",75,75,95,75,95,113
0540,Sewaddle,"bug, grass","Swarm, Chlorophyll, Overcoat",45,53,70,40,60,42
0541,Swadloon,"bug, grass","Leaf Guard, Chlorophyll, Overcoat",55,63,90,50,80,42
0542,Leavanny,"bug, grass","Swarm, Chlorophyll, Overcoat",75,103,80,70,80,92
0546,Cottonee,"grass, fairy","Prankster, Infiltrator, Chlorophyll",40,27,60,37,50,66
0547,Whimsicott,"grass, fairy","Prankster, Infiltrator, Chlorophyll",60,67,85,77,75,116
0548,Petilil,grass,"Chlorophyll, Own Tempo, Leaf Guard",45,35,50,70,50,30
0549,Lilligant,grass,"Chlorophyll, Own Tempo, Leaf Guard",70,60,75,110,75,90
0549,Lilligant,"grass, fighting","Chlorophyll, Hustle, Leaf Guard",70,105,75,50,75,105
0585,Deerling,"normal, grass","Chlorophyll, Sap Sipper, Serene Grace",60,60,50,40,50,75
0586,Sawsbuck,"normal, grass","Chlorophyll, Sap Sipper, Serene Grace",80,100,70,60,70,95
0590,Foongus,"grass, poison","Effect Spore, Regenerator",69,55,45,55,55,15
0591,Amoonguss,"grass, poison","Effect Spore, Regenerator",114,85,70,85,80,30
0640,Virizion,"grass, fighting",Justified,91,90,72,90,129,108
0650,Chespin,grass,"Overgrow, Bulletproof",56,61,65,48,45,38
0651,Quilladin,grass,"Overgrow, Bulletproof",61,78,95,56,58,57
0652,Chesnaught,"grass, fighting","Overgrow, Bulletproof",88,107,122,74,75,64
0672,Skiddo,grass,"Sap Sipper, Grass Pelt",66,65,48,62,57,52
0673,Gogoat,grass,"Sap Sipper, Grass Pelt",123,100,62,97,81,68
0708,Phantump,"ghost, grass","Natural Cure, Frisk, Harvest",43,70,48,50,60,38
0709,Trevenant,"ghost, grass","Natural Cure, Frisk, Harvest",85,110,76,65,82,56
0722,Rowlet,"grass, flying","Overgrow, Long Reach",68,55,55,50,50,42
0723,Dartrix,"grass, flying","Overgrow, Long Reach",78,75,75,70,70,52
0724,Decidueye,"grass, ghost","Overgrow, Long Reach",78,107,75,100,100,70
0724,Decidueye,"grass, fighting","Overgrow, Scrappy",88,112,80,95,95,60
0753,Fomantis,grass,"Leaf Guard, Contrary",40,55,35,50,35,35
0754,Lurantis,grass,"Leaf Guard, Contrary",70,105,90,80,90,45
0761,Bounsweet,grass,"Leaf Guard, Oblivious, Sweet Veil",42,30,38,30,38,32
0762,Steenee,grass,"Leaf Guard, Oblivious, Sweet Veil",52,40,48,40,48,62
0763,Tsareena,grass,"Leaf Guard, Queenly Majesty, Sweet Veil",72,120,98,50,98,72
