No,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd
0858,Hatterene,psychic/fairy,Healer/Anticipation/Magic_Bounce,57,90,95,136,103,29
0858,Hatterene,psychic/fairy,Healer/Anticipation/Magic_Bounce,57,90,95,136,103,29
0859,Impidimp,dark/fairy,Prankster/Frisk/Pickpocket,45,45,30,55,40,50
0860,Morgrem,dark/fairy,Prankster/Frisk/Pickpocket,65,60,45,75,55,70
0861,Grimmsnarl,dark/fairy,Prankster/Frisk/Pickpocket,95,120,65,95,75,60
0861,Grimmsnarl,dark/fairy,Prankster/Frisk/Pickpocket,95,120,65,95,75,60
0868,Milcery,fairy,Sweet_Veil/Aroma_Veil,45,40,40,50,61,34
0869,Alcremie,fairy,Sweet_Veil/Aroma_Veil,65,60,75,110,121,64
0869,Alcremie,fairy,Sweet_Veil/Aroma_Veil,65,60,75,110,121,64
0888,Zacian,fairy,Intrepid Sword,92,130,115,80,115,138
0888,Zacian,fairy/steel,Intrepid Sword,92,170,115,80,115,148
0905,Enamorus,fairy/flying,Healer/Contrary,74,115,70,135,80,106
0905,Enamorus,fairy/flying,Overcoat,74,115,110,135,100,46
0056,Mankey,fighting,Vital_Spirit/Anger_Point/Defiant,40,80,35,35,45,70
0057,Primeape,fighting,Vital_Spirit/Anger_Point/Defiant,65,105,60,60,70,95
0062,Poliwrath,water/fighting,Water_Absorb/Damp/Swift_Swim,90,95,95,70,90,70
0066,Machop,fighting,Guts/No_Guard/Steadfast,70,80,50,35,35,35
0067,Machoke,fighting,Guts/No_Guard/Steadfast,80,100,70,50,60,45
0068,Machamp,fighting,Guts/No_Guard/Steadfast,90,130,80,65,85,55
0068,Machamp,fighting,Guts/No_Guard/Steadfast,90,130,80,65,85,55
0083,Farfetch'd,fighting,Steadfast/Scrappy,52,95,55,58,62,55
0106,Hitmonlee,fighting,Limber/Reckless/Unburden,50,120,53,35,110,87
0107,Hitmonchan,fighting,Keen_Eye/Iron_Fist/Inner_Focus,50,105,79,35,110,76
0145,Zapdos,fighting/flying,Defiant/Defiant,90,125,90,85,90,100
0214,Heracross,bug/fighting,Swarm/Guts/Moxie,80,125,75,40,95,85
0215,Sneasel,fighting/poison,Inner_Focus/Keen_Eye/Poison_Touch,55,95,55,35,75,115
0236,Tyrogue,fighting,Guts/Steadfast/Vital_Spirit,35,35,35,35,35,35
0237,Hitmontop,fighting,Intimidate/Technician/Steadfast,50,95,95,35,110,70
0256,Combusken,fire/fighting,Blaze/Speed_Boost,60,85,60,85,60,55
0257,Blaziken,fire/fighting,Blaze/Speed_Boost,80,120,70,110,70,80
0286,Breloom,grass/fighting,Effect_Spore/Poison_Heal/Technician,60,130,80,60,60,70
0296,Makuhita,fighting,Thick_Fat/Guts/Sheer_Force,72,60,30,20,30,25
0297,Hariyama,fighting,Thick_Fat/Guts/Sheer_Force,144,120,60,40,60,50
0307,Meditite,fighting/psychic,Pure_Power/Telepathy,30,40,55,40,55,60
0308,Medicham,fighting/psychic,Pure_Power/Telepathy,60,60,75,60,75,80
0391,Monferno,fire/fighting,Blaze/Iron_Fist,64,78,52,78,52,81
0392,Infernape,fire/fighting,Blaze/Iron_Fist,76,104,71,104,71,108
0447,Riolu,fighting,Steadfast/Inner_Focus/Prankster,40,70,40,35,40,60
0448,Lucario,fighting/steel,Steadfast/Inner_Focus/Justified,70,110,70,115,70,90
0453,Croagunk,poison/fighting,Anticipation/Dry_Skin/Poison_Touch,48,61,40,61,40,50
0454,Toxicroak,poison/fighting,Anticipation/Dry_Skin/Poison_Touch,83,106,65,86,65,85
0475,Gallade,psychic/fighting,Steadfast/Justified,68,125,65,65,115,80
0493,Arceus,fighting,Multitype,120,120,120,120,120,120
0532,Timburr,fighting,Guts/Sheer_Force/Iron_Fist,75,80,55,25,35,35
0533,Gurdurr,fighting,Guts/Sheer_Force/Iron_Fist,85,105,85,40,50,40
0534,Conkeldurr,fighting,Guts/Sheer_Force/Iron_Fist,105,140,95,55,65,45
0538,Throh,fighting,Guts/Inner_Focus/Mold_Breaker,120,100,85,30,85,45
0539,Sawk,fighting,Sturdy/Inner_Focus/Mold_Breaker,75,125,75,30,75,85
0549,Lilligant,grass/fighting,Chlorophyll/Hustle/Leaf_Guard,70,105,75,50,75,105
0559,Scraggy,dark/fighting,Shed_Skin/Moxie/Intimidate,50,75,70,35,70,48
0560,Scrafty,dark/fighting,Shed_Skin/Moxie/Intimidate,65,90,115,45,115,58
0619,Mienfoo,fighting,Inner_Focus/Regenerator/Reckless,45,85,50,55,50,65
0620,Mienshao,fighting,Inner_Focus/Regenerator/Reckless,65,125,60,95,60,105
0638,Cobalion,steel/fighting,Justified,91,90,129,90,72,108
0639,Terrakion,rock/fighting,Justified,91,129,90,72,90,108
0640,Virizion,grass/fighting,Justified,91,90,72,90,129,108
0647,Keldeo,water/fighting,Justified,91,72,90,129,90,108
0674,Pancham,fighting,Iron_Fist/Mold_Breaker/Scrappy,67,82,62,46,48,43
0675,Pangoro,fighting/dark,Iron_Fist/Mold_Breaker/Scrappy,95,124,78,69,71,58
0701,Hawlucha,fighting/flying,Limber/Unburden/Mold_Breaker,78,92,75,74,63,118
0724,Decidueye,grass/fighting,Overgrow/Long_Reach,88,112,80,95,95,60
0759,Stufful,normal/fighting,Fluffy/Klutz/Cute_Charm,70,75,50,45,50,50
0760,Bewear,normal/fighting,Fluffy/Klutz/Unnerve,120,125,80,55,60,60
0766,Passimian,fighting,Receiver/Defiant,100,120,90,40,60,80
0773,Silvally,fighting,RKS System,95,95,95,95,95,95
0783,Hakamo-o,dragon/fighting,Bulletproof/Soundproof/Overcoat,55,75,90,65,70,65
0784,Kommo-o,dragon/fighting,Bulletproof/Soundproof/Overcoat,75,110,125,100,105,85
0794,Buzzwole,bug/fighting,Beast Boost,107,139,139,53,53,79
0795,Pheromosa,bug/fighting,Beast Boost,71,137,37,137,37,151
0802,Marshadow,fighting/ghost,Technician,90,125,80,90,90,125
0852,Clobbopus,fighting,Limber/Technician,50,68,60,50,50,32
0853,Grapploct,fighting,Limber/Technician,80,118,90,70,80,42
0865,Sirfetch'd,fighting,Steadfast/Scrappy,62,135,95,68,82,65
0870,Falinks,fighting,Battle_Armor/Defiant,65,100,100,70,60,75
0889,Zamazenta,fighting,Dauntless Shield,92,130,115,80,115,138
0889,Zamazenta,fighting/steel,Dauntless Shield,92,130,145,80,145,128
0891,Kubfu,fighting,Inner Focus,60,90,60,53,50,72
0892,Urshifu,fighting/dark,Unseen Fist,100,130,100,63,60,97
0892,Urshifu,fighting/dark,Unseen_Fist/Unseen_Fist,100,130,100,63,60,97
0892,Urshifu,fighting/water,Unseen Fist,100,130,100,63,60,97
0892,Urshifu,fighting/water,Unseen Fist,100,130,100,63,60,97
0903,Sneasler,fighting/poison,Pressure/Poison_Touch,80,130,60,40,80,120
0004,Charmander,fire,Blaze/Solar_Power,39,52,43,60,50,65
0005,Charmeleon,fire,Blaze/Solar_Power,58,64,58,80,65,80
0006,Charizard,fire/flying,Blaze/Solar_Power,78,84,78,109,85,100
0006,Charizard,fire/flying,Blaze/Solar_Power,78,84,78,109,85,100
0037,Vulpix,fire,Flash_Fire/Drought,38,41,40,50,65,65
0038,Ninetales,fire,Flash_Fire/Drought,73,76,75,81,100,100
0058,Growlithe,fire,Intimidate/Flash_Fire/Justified,55,70,45,70,50,60
0058,Growlithe,fire/rock,Intimidate/Flash_Fire/Justified,60,75,45,65,50,55
0059,Arcanine,fire,Intimidate/Flash_Fire/Justified,90,110,80,100,80,95
0059,Arcanine,fire/rock,Intimidate/Flash_Fire/Justified,95,115,80,95,80,90
0077,Ponyta,fire,Run_Away/Flash_Fire/Flame_Body,50,85,55,65,65,90
0078,Rapidash,fire,Run_Away/Flash_Fire/Flame_Body,65,100,70,80,80,105
0105,Marowak,fire/ghost,Cursed_Body/Lightning_Rod/Rock_Head,60,80,110,50,80,45
0126,Magmar,fire,Flame_Body/Vital_Spirit,65,95,57,100,85,93
0136,Flareon,fire,Flash_Fire/Guts,65,130,60,95,110,65
0146,Moltres,fire/flying,Pressure/Flame_Body,90,100,90,125,85,90
0155,Cyndaquil,fire,Blaze/Flash_Fire,39,52,43,60,50,65
0156,Quilava,fire,Blaze/Flash_Fire,58,64,58,80,65,80
0157,Typhlosion,fire,Blaze/Flash_Fire,78,84,78,109,85,100
0157,Typhlosion,fire/ghost,Blaze/Flash_Fire,73,84,78,119,85,95
0218,Slugma,fire,Magma_Armor/Flame_Body/Weak_Armor,40,40,40,70,40,20
0219,Magcargo,fire/rock,Magma_Armor/Flame_Body/Weak_Armor,60,50,120,90,80,30
0228,Houndour,dark/fire,Early_Bird/Flash_Fire/Unnerve,45,60,30,80,50,65
0229,Houndoom,dark/fire,Early_Bird/Flash_Fire/Unnerve,75,90,50,110,80,95
0240,Magby,fire,Flame_Body/Vital_Spirit,45,75,37,70,55,83
0244,Entei,fire,Pressure/Inner_Focus,115,115,85,90,75,100
0250,Ho-Oh,fire/flying,Pressure/Regenerator,106,130,90,110,154,90
0255,Torchic,fire,Blaze/Speed_Boost,45,60,40,70,50,45
0256,Combusken,fire/fighting,Blaze/Speed_Boost,60,85,60,85,60,55
0257,Blaziken,fire/fighting,Blaze/Speed_Boost,80,120,70,110,70,80
0322,Numel,fire/ground,Oblivious/Simple/Own_Tempo,60,60,40,65,45,35
0323,Camerupt,fire/ground,Magma_Armor/Solid_Rock/Anger_Point,70,100,70,105,75,40
0324,Torkoal,fire,White_Smoke/Drought/Shell_Armor,70,85,140,85,70,20
0351,Castform,normal,Forecast,70,70,70,70,70,70
0390,Chimchar,fire,Blaze/Iron_Fist,44,58,44,58,44,61
0391,Monferno,fire/fighting,Blaze/Iron_Fist,64,78,52,78,52,81
0392,Infernape,fire/fighting,Blaze/Iron_Fist,76,104,71,104,71,108
0467,Magmortar,fire,Flame_Body/Vital_Spirit,75,95,67,125,95,83
0479,Rotom,electric/fire,Levitate,50,65,107,105,107,86
0485,Heatran,fire/steel,Flash_Fire/Flame_Body,91,90,106,130,106,77
0493,Arceus,fire,Multitype,120,120,120,120,120,120
0494,Victini,psychic/fire,Victory Star,100,100,100,100,100,100
0554,Darumaka,fire,Hustle/Inner_Focus,70,90,45,15,45,50
0555,Darmanitan,fire,Sheer_Force/Zen_Mode,105,140,55,30,55,95
0555,Darmanitan,fire/psychic,Zen Mode,105,30,105,140,105,55
0555,Darmanitan,ice/fire,Zen Mode,105,160,55,30,55,135
0607,Litwick,ghost/fire,Flash_Fire/Flame_Body/Infiltrator,50,30,55,65,55,20
0608,Lampent,ghost/fire,Flash_Fire/Flame_Body/Infiltrator,60,40,60,95,60,55
0609,Chandelure,ghost/fire,Flash_Fire/Flame_Body/Infiltrator,60,55,90,145,90,80
0631,Heatmor,fire,Gluttony/Flash_Fire/White_Smoke,85,97,66,105,66,65
0636,Larvesta,bug/fire,Flame_Body/Swarm,55,85,55,50,55,60
0637,Volcarona,bug/fire,Flame_Body/Swarm,85,60,65,135,105,100
0643,Reshiram,dragon/fire,Turboblaze,100,120,100,150,120,90
0662,Fletchinder,fire/flying,Flame_Body/Gale_Wings,62,73,55,56,52,84
0663,Talonflame,fire/flying,Flame_Body/Gale_Wings,78,81,71,74,69,126
0721,Volcanion,fire/water,Water Absorb,80,110,120,130,90,70
0725,Litten,fire,Blaze/Intimidate,45,65,40,60,40,70
0726,Torracat,fire,Blaze/Intimidate,65,85,50,80,50,90
0727,Incineroar,fire/dark,Blaze/Intimidate,95,115,90,80,90,60
0757,Salandit,poison/fire,Corrosion/Oblivious,48,44,40,71,40,77
0758,Salazzle,poison/fire,Corrosion/Oblivious,68,64,60,111,60,117
0773,Silvally,fire,RKS System,95,95,95,95,95,95
0776,Turtonator,fire/dragon,Shell Armor,60,78,135,91,85,36
0806,Blacephalon,fire/ghost,Beast Boost,53,127,53,151,79,107
0813,Scorbunny,fire,Blaze/Libero,50,71,40,40,40,69
0814,Raboot,fire,Blaze/Libero,65,86,60,55,60,94
0815,Cinderace,fire,Blaze/Libero,80,116,75,65,75,119
0815,Cinderace,fire,Blaze/Libero,80,116,75,65,75,119
0838,Carkol,rock/fire,Steam_Engine/Flame_Body/Flash_Fire,80,60,90,60,70,50
0839,Coalossal,rock/fire,Steam_Engine/Flame_Body/Flash_Fire,110,80,120,80,90,30
0839,Coalossal,rock/fire,Steam_Engine/Flame_Body/Flash_Fire,110,80,120,80,90,30
0850,Sizzlipede,fire/bug,Flash_Fire/White_Smoke/Flame_Body,50,65,45,50,50,45
0851,Centiskorch,fire/bug,Flash_Fire/White_Smoke/Flame_Body,100,115,65,90,90,65
0851,Centiskorch,fire/bug,Flash_Fire/White_Smoke/Flame_Body,100,115,65,90,90,65
0006,Charizard,fire/flying,Blaze/Solar_Power,78,84,78,109,85,100
0006,Charizard,fire/flying,Blaze/Solar_Power,78,84,78,109,85,100
0012,Butterfree,bug/flying,Compoundeyes/Tinted_Lens,60,45,50,90,80,70
0012,Butterfree,bug/flying,Compoundeyes/Tinted_Lens,60,45,50,90,80,70
0016,Pidgey,normal/flying,Keen_Eye/Tangled_Feet/Big_Pecks,40,45,40,35,35,56
0017,Pidgeotto,normal/flying,Keen_Eye/Tangled_Feet/Big_Pecks,63,60,55,50,50,71
0018,Pidgeot,normal/flying,Keen_Eye/Tangled_Feet/Big_Pecks,83,80,75,70,70,101
0021,Spearow,normal/flying,Keen_Eye/Sniper,40,60,30,31,31,70
0022,Fearow,normal/flying,Keen_Eye/Sniper,65,90,65,61,61,100
0041,Zubat,poison/flying,Inner_Focus/Infiltrator,40,45,35,30,40,55
0042,Golbat,poison/flying,Inner_Focus/Infiltrator,75,80,70,65,75,90
0083,Farfetch'd,normal/flying,Keen_Eye/Inner_Focus/Defiant,52,90,55,58,62,60
0084,Doduo,normal/flying,Run_Away/Early_Bird/Tangled_Feet,35,85,45,35,35,75
0085,Dodrio,normal/flying,Run_Away/Early_Bird/Tangled_Feet,60,110,70,60,60,110
0123,Scyther,bug/flying,Swarm/Technician/Steadfast,70,110,80,55,80,105
0130,Gyarados,water/flying,Intimidate/Moxie,95,125,79,60,100,81
0142,Aerodactyl,rock/flying,Rock_Head/Pressure/Unnerve,80,105,65,60,75,130
0144,Articuno,ice/flying,Pressure/Snow_Cloak,90,85,100,95,125,85
0144,Articuno,psychic/flying,Competitive/Competitive,90,85,85,125,100,95
0145,Zapdos,electric/flying,Pressure/Static,90,90,85,125,90,100
0145,Zapdos,fighting/flying,Defiant/Defiant,90,125,90,85,90,100
0146,Moltres,fire/flying,Pressure/Flame_Body,90,100,90,125,85,90
0146,Moltres,dark/flying,Berserk/Berserk,90,85,90,100,125,90
0149,Dragonite,dragon/flying,Inner_Focus/Multiscale,91,134,95,100,100,80
0163,Hoothoot,normal/flying,Insomnia/Keen_Eye/Tinted_Lens,60,30,30,36,56,50
0164,Noctowl,normal/flying,Insomnia/Keen_Eye/Tinted_Lens,100,50,50,86,96,70
0165,Ledyba,bug/flying,Swarm/Early_Bird/Rattled,40,20,30,40,80,55
0166,Ledian,bug/flying,Swarm/Early_Bird/Iron_Fist,55,35,50,55,110,85
0169,Crobat,poison/flying,Inner_Focus/Infiltrator,85,90,80,70,80,130
0176,Togetic,fairy/flying,Hustle/Serene_Grace/Super_Luck,55,40,85,80,105,40
0177,Natu,psychic/flying,Synchronize/Early_Bird/Magic_Bounce,40,50,45,70,45,70
0178,Xatu,psychic/flying,Synchronize/Early_Bird/Magic_Bounce,65,75,70,95,70,95
0187,Hoppip,grass/flying,Chlorophyll/Leaf_Guard/Infiltrator,35,35,40,35,55,50
0188,Skiploom,grass/flying,Chlorophyll/Leaf_Guard/Infiltrator,55,45,50,45,65,80
0189,Jumpluff,grass/flying,Chlorophyll/Leaf_Guard/Infiltrator,75,55,70,55,95,110
0193,Yanma,bug/flying,Speed_Boost/Compoundeyes/Frisk,65,65,45,75,45,95
0198,Murkrow,dark/flying,Insomnia/Super_Luck/Prankster,60,85,42,85,42,91
0207,Gligar,ground/flying,Hyper_Cutter/Sand_Veil/Immunity,65,75,105,35,65,85
0225,Delibird,ice/flying,Vital_Spirit/Hustle/Insomnia,45,55,45,65,45,75
0226,Mantine,water/flying,Swift_Swim/Water_Absorb/Water_Veil,85,40,70,80,140,70
0227,Skarmory,steel/flying,Keen_Eye/Sturdy/Weak_Armor,65,80,140,40,70,70
0249,Lugia,psychic/flying,Pressure/Multiscale,106,90,130,90,154,110
0250,Ho-Oh,fire/flying,Pressure/Regenerator,106,130,90,110,154,90
0267,Beautifly,bug/flying,Swarm/Rivalry,60,70,50,100,50,65
0276,Taillow,normal/flying,Guts/Scrappy,40,55,30,30,30,85
0277,Swellow,normal/flying,Guts/Scrappy,60,85,60,75,50,125
0278,Wingull,water/flying,Keen_Eye/Hydration/Rain_Dish,40,30,30,55,30,85
0279,Pelipper,water/flying,Keen_Eye/Drizzle/Rain_Dish,60,50,100,95,70,65
0284,Masquerain,bug/flying,Intimidate/Unnerve,70,60,62,100,82,80
0291,Ninjask,bug/flying,Speed_Boost/Infiltrator,61,90,45,50,50,160
0333,Swablu,normal/flying,Natural_Cure/Cloud_Nine,45,40,60,40,75,50
0334,Altaria,dragon/flying,Natural_Cure/Cloud_Nine,75,70,90,70,105,80
0357,Tropius,grass/flying,Chlorophyll/Solar_Power/Harvest,99,68,83,72,87,51
0373,Salamence,dragon/flying,Intimidate/Moxie,95,135,80,110,80,100
0384,Rayquaza,dragon/flying,Air Lock,105,150,90,150,90,95
0396,Starly,normal/flying,Keen_Eye/Reckless,40,55,30,30,30,60
0397,Staravia,normal/flying,Intimidate/Reckless,55,75,50,40,40,80
0398,Staraptor,normal/flying,Intimidate/Reckless,85,120,70,50,60,100
0414,Mothim,bug/flying,Swarm/Tinted_Lens,70,94,50,94,50,66
0415,Combee,bug/flying,Honey_Gather/Hustle,30,30,42,30,42,70
0416,Vespiquen,bug/flying,Pressure/Unnerve,70,80,102,80,102,40
0425,Drifloon,ghost/flying,Aftermath/Unburden/Flare_Boost,90,50,34,60,44,70
0426,Drifblim,ghost/flying,Aftermath/Unburden/Flare_Boost,150,80,44,90,54,80
0430,Honchkrow,dark/flying,Insomnia/Super_Luck/Moxie,100,125,52,105,52,71
0441,Chatot,normal/flying,Keen_Eye/Tangled_Feet/Big_Pecks,76,65,45,92,42,91
0458,Mantyke,water/flying,Swift_Swim/Water_Absorb/Water_Veil,45,20,50,60,120,50
0468,Togekiss,fairy/flying,Hustle/Serene_Grace/Super_Luck,85,50,95,120,115,80
0469,Yanmega,bug/flying,Speed_Boost/Tinted_Lens/Frisk,86,76,86,116,56,95
0472,Gliscor,ground/flying,Hyper_Cutter/Sand_Veil/Poison_Heal,75,95,125,45,75,95
0479,Rotom,electric/flying,Levitate,50,65,107,105,107,86
0492,Shaymin,grass/flying,Serene Grace,100,103,75,120,75,127
0493,Arceus,flying,Multitype,120,120,120,120,120,120
0519,Pidove,normal/flying,Big_Pecks/Super_Luck/Rivalry,50,55,50,36,30,43
0520,Tranquill,normal/flying,Big_Pecks/Super_Luck/Rivalry,62,77,62,50,42,65
0521,Unfezant,normal/flying,Big_Pecks/Super_Luck/Rivalry,80,115,80,65,55,93
0527,Woobat,psychic/flying,Unaware/Klutz/Simple,65,45,43,55,43,72
0528,Swoobat,psychic/flying,Unaware/Klutz/Simple,67,57,55,77,55,114
0561,Sigilyph,psychic/flying,Wonder_Skin/Magic_Guard/Tinted_Lens,72,58,80,103,80,97
0566,Archen,rock/flying,Defeatist,55,112,45,74,45,70
0567,Archeops,rock/flying,Defeatist,75,140,65,112,65,110
0587,Emolga,electric/flying,Static/Motor_Drive,55,75,60,75,60,103
0627,Rufflet,normal/flying,Keen_Eye/Sheer_Force/Hustle,70,83,50,37,50,60
0628,Braviary,normal/flying,Keen_Eye/Sheer_Force/Defiant,100,123,75,57,75,80
0628,Braviary,psychic/flying,Keen_Eye/Sheer_Force/Defiant,110,83,70,112,70,65
0629,Vullaby,dark/flying,Big_Pecks/Overcoat/Weak_Armor,70,55,75,45,65,60
0630,Mandibuzz,dark/flying,Big_Pecks/Overcoat/Weak_Armor,110,65,105,55,95,80
0641,Tornadus,flying,Prankster/Defiant,79,115,70,125,80,111
0641,Tornadus,flying,Regenerator,79,100,80,110,90,121
0642,Thundurus,electric/flying,Prankster/Defiant,79,115,70,125,80,111
0642,Thundurus,electric/flying,Volt Absorb,79,105,70,145,80,101
0645,Landorus,ground/flying,Sand_Force/Sheer_Force,89,125,90,115,80,101
0645,Landorus,ground/flying,Intimidate,89,145,90,105,80,91
0661,Fletchling,normal/flying,Big_Pecks/Gale_Wings,45,50,43,40,38,62
0662,Fletchinder,fire/flying,Flame_Body/Gale_Wings,62,73,55,56,52,84
0663,Talonflame,fire/flying,Flame_Body/Gale_Wings,78,81,71,74,69,126
0701,Hawlucha,fighting/flying,Limber/Unburden/Mold_Breaker,78,92,75,74,63,118
0714,Noibat,flying/dragon,Frisk/Infiltrator/Telepathy,40,30,35,45,40,55
0715,Noivern,flying/dragon,Frisk/Infiltrator/Telepathy,85,70,80,97,80,123
0717,Yveltal,dark/flying,Dark Aura,126,131,95,131,98,99
0722,Rowlet,grass/flying,Overgrow/Long_Reach,68,55,55,50,50,42
0723,Dartrix,grass/flying,Overgrow/Long_Reach,78,75,75,70,70,52
0773,Silvally,flying,RKS System,95,95,95,95,95,95
0797,Celesteela,steel/flying,Beast Boost,97,101,103,107,101,61
0821,Rookidee,flying,Keen_Eye/Unnerve/Big_Pecks,38,47,35,33,35,57
0822,Corvisquire,flying,Keen_Eye/Unnerve/Big_Pecks,68,67,55,43,55,77
0823,Corviknight,flying/steel,Pressure/Unnerve/Mirror_Armor,98,87,105,53,85,67
0823,Corviknight,flying/steel,Pressure/Unnerve/Mirror_Armor,98,87,105,53,85,67
0845,Cramorant,flying/water,Gulp Missile,70,85,55,85,95,85
0905,Enamorus,fairy/flying,Healer/Contrary,74,115,70,135,80,106
0905,Enamorus,fairy/flying,Overcoat,74,115,110,135,100,46
0092,Gastly,ghost/poison,Levitate,30,35,30,100,35,80
0093,Haunter,ghost/poison,Levitate,45,50,45,115,55,95
0094,Gengar,ghost/poison,Cursed Body,60,65,60,130,75,110
0094,Gengar,ghost/poison,Cursed_Body/Cursed_Body,60,65,60,130,75,110
0105,Marowak,fire/ghost,Cursed_Body/Lightning_Rod/Rock_Head,60,80,110,50,80,45
0157,Typhlosion,fire/ghost,Blaze/Flash_Fire,73,84,78,119,85,95
0200,Misdreavus,ghost,Levitate,60,60,60,85,85,85
0222,Corsola,ghost,Weak_Armor/Cursed_Body,60,55,100,65,100,30
0292,Shedinja,bug/ghost,Wonder Guard,1,90,45,30,30,40
0302,Sableye,dark/ghost,Keen_Eye/Stall/Prankster,50,75,75,65,65,50
0353,Shuppet,ghost,Insomnia/Frisk/Cursed_Body,44,75,35,63,33,45
0354,Banette,ghost,Insomnia/Frisk/Cursed_Body,64,115,65,83,63,65
0355,Duskull,ghost,Levitate/Frisk,20,40,90,30,90,25
0356,Dusclops,ghost,Pressure/Frisk,40,70,130,60,130,25
0425,Drifloon,ghost/flying,Aftermath/Unburden/Flare_Boost,90,50,34,60,44,70
0426,Drifblim,ghost/flying,Aftermath/Unburden/Flare_Boost,150,80,44,90,54,80
0429,Mismagius,ghost,Levitate,60,60,60,105,105,105
0442,Spiritomb,ghost/dark,Pressure/Infiltrator,50,92,108,92,108,35
0477,Dusknoir,ghost,Pressure/Frisk,45,100,135,65,135,45
0478,Froslass,ice/ghost,Snow_Cloak/Cursed_Body,70,80,70,80,70,110
0479,Rotom,electric/ghost,Levitate,50,50,77,95,77,91
0487,Giratina,ghost/dragon,Pressure/Telepathy,150,100,120,100,120,90
0487,Giratina,ghost/dragon,Levitate,150,120,100,120,100,90
0493,Arceus,ghost,Multitype,120,120,120,120,120,120
0562,Yamask,ghost,Mummy,38,30,85,55,65,30
0562,Yamask,ground/ghost,Wandering_Spirit/Wandering_Spirit,38,55,85,30,65,30
0563,Cofagrigus,ghost,Mummy,58,50,145,95,105,30
0570,Zorua,normal/ghost,Illusion/Illusion,35,60,40,85,40,70
0571,Zoroark,normal/ghost,Illusion/Illusion,55,100,60,125,60,110
0592,Frillish,water/ghost,Water_Absorb/Cursed_Body/Damp,55,40,50,65,85,40
0593,Jellicent,water/ghost,Water_Absorb/Cursed_Body/Damp,100,60,70,85,105,60
0607,Litwick,ghost/fire,Flash_Fire/Flame_Body/Infiltrator,50,30,55,65,55,20
0608,Lampent,ghost/fire,Flash_Fire/Flame_Body/Infiltrator,60,40,60,95,60,55
0609,Chandelure,ghost/fire,Flash_Fire/Flame_Body/Infiltrator,60,55,90,145,90,80
0622,Golett,ground/ghost,Iron_Fist/Klutz/No_Guard,59,74,50,35,50,35
0623,Golurk,ground/ghost,Iron_Fist/Klutz/No_Guard,89,124,80,55,80,55
0679,Honedge,steel/ghost,No Guard,45,80,100,35,37,28
0680,Doublade,steel/ghost,No Guard,59,110,150,45,49,35
0681,Aegislash,steel/ghost,Stance Change,60,50,140,50,140,60
0681,Aegislash,steel/ghost,Stance Change,60,140,50,140,50,60
0708,Phantump,ghost/grass,Natural_Cure/Frisk/Harvest,43,70,48,50,60,38
0709,Trevenant,ghost/grass,Natural_Cure/Frisk/Harvest,85,110,76,65,82,56
0710,Pumpkaboo,ghost/grass,Pickup/Frisk/Insomnia,49,66,70,44,55,51
0710,Pumpkaboo,ghost/grass,Pickup/Frisk/Insomnia,44,66,70,44,55,56
0710,Pumpkaboo,ghost/grass,Pickup/Frisk/Insomnia,54,66,70,44,55,46
0710,Pumpkaboo,ghost/grass,Pickup/Frisk/Insomnia,59,66,70,44,55,41
0711,Gourgeist,ghost/grass,Pickup/Frisk/Insomnia,65,90,122,58,75,84
0711,Gourgeist,ghost/grass,Pickup/Frisk/Insomnia,55,85,122,58,75,99
0711,Gourgeist,ghost/grass,Pickup/Frisk/Insomnia,75,95,122,58,75,69
0711,Gourgeist,ghost/grass,Pickup/Frisk/Insomnia,85,100,122,58,75,54
0724,Decidueye,grass/ghost,Overgrow/Long_Reach,78,107,75,100,100,70
0769,Sandygast,ghost/ground,Water_Compaction/Sand_Veil,55,55,80,70,45,15
0770,Palossand,ghost/ground,Water_Compaction/Sand_Veil,85,75,110,100,75,35
0773,Silvally,ghost,RKS System,95,95,95,95,95,95
0778,Mimikyu,ghost/fairy,Disguise,55,90,80,50,105,96
0781,Dhelmise,ghost/grass,Steelworker,70,131,100,86,90,40
0792,Lunala,psychic/ghost,Shadow Shield,137,113,89,137,107,97
0800,Necrozma,psychic/ghost,Prism Armor,97,113,109,157,127,77
0802,Marshadow,fighting/ghost,Technician,90,125,80,90,90,125
0806,Blacephalon,fire/ghost,Beast Boost,53,127,53,151,79,107
0854,Sinistea,ghost,Weak_Armor/Cursed_Body,40,45,45,74,54,50
0855,Polteageist,ghost,Weak_Armor/Cursed_Body,60,65,65,134,114,70
0864,Cursola,ghost,Weak_Armor/Perish_Body,60,95,50,145,130,30
0867,Runerigus,ground/ghost,Wandering Spirit,58,95,145,50,105,30
0885,Dreepy,dragon/ghost,Clear_Body/Infiltrator/Cursed_Body,28,60,30,40,30,82
0886,Drakloak,dragon/ghost,Clear_Body/Infiltrator/Cursed_Body,68,80,50,60,50,102
0887,Dragapult,dragon/ghost,Clear_Body/Infiltrator/Cursed_Body,88,120,75,100,75,142
0897,Spectrier,ghost,Grim Neigh,100,65,60,145,80,130
0898,Calyrex,psychic/ghost,As One - Unnerve Grim Neigh,100,85,80,165,100,150
0902,Basculegion,water/ghost,Rattled/Adaptability/Mold_Breaker,120,112,65,80,75,78
0902,Basculegion,water/ghost,Rattled/Adaptability/Mold_Breaker,120,92,65,100,75,78
